"country","V5","V6","V7","V8","V9","V10","V11","V23","V24","V55","V59","V67","V69","V70","V71","V72","V73","V76","V77","V78","V79","V108","V110","V111","V113","V114","V115","V117","V119","V120","V121","V122","V123","V124","V131","V132","V133","V134","V136","V137","V138","V139","V97","V98","V99","V100","V101","V140","V143","V150","V151","V153","V155","V156","V170"
"Morocco",1.90133779264214,2.51742627345845,3.34981684981685,1.22502099076406,1.12270450751252,2.06015037593985,1.95913261050876,5.94458653026428,1.87468247248095,6.17647058823529,5.56854499579479,2.57659574468085,1.31589743589744,3.18287937743191,3.85476410730805,2.29595588235294,3.70544783010157,3.74685990338164,2.40257352941176,2.47144152311877,2.01260126012601,1.45812395309883,2.51265229615745,2.53297199638663,2.18672566371681,2.28230088495575,2.49551971326165,2.69652650822669,2.08223350253807,2.43170964660936,2.34415584415584,2.25129802699896,2.27164179104478,2.18343195266272,7.96086508753862,6.55269058295964,8.48819641170916,8.40969581749049,8.27964205816555,7.92510548523207,6.93298429319372,7.89395348837209,5.26808510638298,3.94474539544962,2.81897491821156,3.69127516778523,7.28932261768083,8.49204864359214,1.53172475424486,1.29565217391304,1.26325088339223,1.72966781214204,3.25191675794085,2.72103658536585,2.0125313283208
"Netherlands",1.54949708840656,1.65374402549124,2.68783351120598,1.92946965554948,3.08055853920516,1.75106157112527,2.12493382742192,7.49256110520723,1.32583065380493,6.89605336297943,6.91626666666667,2.02367242482406,1.23321759259259,3.40224719101124,4.88199780461032,3.23038946791004,3.46519337016575,4.50137892995036,3.33296521258973,3.10204081632653,3.93337034980566,3.02678062678063,2.72881355932203,2.62788144895719,2.30288200108755,2.30811403508772,2.78102592388307,2.76540418315432,2.15069284064665,2.64351851851852,2.91202672605791,2.57687861271676,2.58381877022654,2.61679040548258,6.10223266745006,2.18424242424242,8.13252314814815,7.16027088036117,8.04982618771727,5.06778679026651,4.47621878715815,8.97427293064877,5.48502230720204,5.80584666298952,4.80874006810443,4.791643454039,6.09075043630017,8.87408656548623,2.10378378378378,1.66948704389212,1.75039661554733,3.52140309155767,2.76811594202899,2.08612440191388,1.62855609232421
"New Zealand",1.46634026927785,1.57849196538937,2.54556803995006,1.82070707070707,2.74623115577889,1.71306471306471,1.85386473429952,7.64897466827503,1.43223443223443,7.79779411764706,6.88199513381995,1.88875154511743,1.47660098522167,2.80122699386503,4.60268948655257,2.79462102689487,3.8679706601467,3.93006134969325,3.02093596059113,2.75490196078431,3.32313341493268,2.59470198675497,2.86005089058524,2.6875,1.91770573566085,2.24936386768448,2.51315789473684,2.66797385620915,2.03972602739726,2.58625525946704,2.33546734955186,2.39083557951482,2.52682926829268,2.25587828492393,5.46851385390428,2.31105398457584,8.73400250941029,5.99618805590851,7.45394736842105,3.66078184110971,4.83082706766917,8.81693648816936,4.5370611183355,6.3025,3.44844720496894,3.74595267745953,6.2235142118863,8.72906403940887,1.87637698898409,1.79089790897909,1.82478097622028,3.18068965517241,2.98513513513514,1.87763713080169,1.85176184690158
"Nigeria",1.42637862421831,1.62308129619102,2.52389078498294,1.31438317225696,1.13075611142695,1.65491756679932,1.54178510517339,6.26208072768619,1.85218874360432,7.17907902217169,5.64241046048891,2.0955088118249,1.30926662876634,1.70437748720864,2.35474701534963,2.00113700966458,3.0636725412166,2.48038658328596,2.0636725412166,2.20864127345082,2.0955088118249,1.37180216031836,2.26037521318931,2.07731665719159,2.95281409891984,2.55315520181922,2.78283115406481,2.72996020466174,2.07504263786242,2.20466173962479,2.05685048322911,2.39226833428084,2.363274587834,2.2865264354747,5.17509948834565,5.03354178510517,7.37464468447982,6.45309835133599,6.64127345082433,5.44115974985787,7.10517339397385,6.77202956225128,5.60830017055145,4.30073905628198,3.93177942012507,4.28766344513928,5.89425810119386,7.77373507674815,1.54235361000568,1.60773166571916,1.31154064809551,1.58816568047337,1.85932901706886,2.10024449877751,2.03430531732419
"Pakistan",1.73873121869783,2.3597972972973,2.80285234899329,1.40728196443692,1.12740989103101,1.75125208681135,1.90787269681742,7.47833333333333,1.76083188908146,7.29666666666667,6.7225,2.09442060085837,1.95563442768412,2.35046335299073,2.95882352941176,2.50420875420875,2.35034013605442,2.94047619047619,2.40152155536771,2.64499572284003,2.26293469041561,1.13793103448276,2.68376068376068,2.50641573994867,3.21325403568394,2.60616438356164,2.81724137931035,3.01471861471861,2.31190269331017,2.53792502179599,2.22996515679442,2.76909569798068,2.71128608923885,2.73228346456693,8.63835155592935,7.47212837837838,8.18468085106383,8.35453774385072,7.43478260869565,6.57350427350427,7.22003424657534,7.78183361629881,5.93416666666667,5.7425,4.41166666666667,4.27416666666667,7.11416666666667,7.80333333333333,1.75416666666667,1.285,1.20166666666667,1.34033613445378,2.18565400843882,2.49955634427684,1.94845360824742
"Palestinian Territories",1.74048096192385,2.0798786653185,2.50862944162437,1.50669412976313,1.16116116116116,2.20481927710843,2.033,5.62211055276382,1.82286995515695,6.85887096774194,4.64564564564565,2.359,1.42263759086189,2.87525562372188,3.57099080694586,2.33162217659138,2.86358974358974,3.61190965092402,2.49795081967213,2.50613496932515,2.15173116089613,2.11685625646329,2.70253164556962,2.51748971193416,2.44597457627119,2.56939890710383,2.73684210526316,2.8969764837626,2.23667377398721,2.94051627384961,2.84989200863931,2.74742857142857,2.86054421768708,2.5839653304442,5.84020618556701,5.22832980972516,7.85896076352068,6.54123711340206,6.19193020719738,5.60606060606061,5.64412070759625,6.07525773195876,5.76947040498442,3.57755102040816,3.11053719008264,3.19917864476386,5.57572614107884,7.77960865087539,1.84954864593781,1.50976361767729,1.5446898002103,1.34253578732106,2.95679012345679,2.74763406940063,1.76915322580645
"Peru",2.22890559732665,1.90672268907563,2.74363327674024,1.3392107472712,1.71213389121339,1.89267886855241,2.36288318144159,7.13432835820895,1.91722408026756,7.46930193439865,6.01738410596027,2.48173913043478,1.28236316246742,2.60378983634798,4.47746967071057,2.43236301369863,3.23756432246998,4.0440414507772,2.55831903945111,2.44995722840034,2.39045183290708,2.07148794679967,2.90969899665552,2.8185618729097,3.00332502078138,3.22464375523889,3.10774410774411,3.36705685618729,2.26391231028668,2.7668659265585,2.74570446735395,2.4735013032146,2.41376306620209,2.46532045654083,4.93460490463215,4.20260223048327,7.94497816593886,5.64039855072464,6.57734806629834,5.7778768956289,6.18525021949078,8.24442538593482,5.94252873563218,5.18604651162791,3.72093023255814,3.82482993197279,7.3578302712161,8.39075630252101,1.89159663865546,1.82093425605536,1.78919860627178,2.42857142857143,2.5974025974026,2.22286263208453,2.46141078838174
"Philippines",1.84403669724771,2.46867167919799,2.29253981559095,1.1092577147623,1.15916666666667,1.61416666666667,2.30416666666667,7.335,1.97157190635451,7.32166666666667,6.325,1.74333333333333,1.25,2.54583333333333,3.87333333333333,1.95916666666667,3.12083333333333,2.99582985821518,2.05333333333333,2.07083333333333,2.3,1.32777314428691,2.1812865497076,2.01083333333333,2.21267723102585,2.19699499165275,2.38146911519199,2.37864887406172,1.95746455379483,2.25814536340852,1.9975,1.88805346700084,1.80984153461218,1.88583333333333,6.5838198498749,5.64357262103506,7.20266889074229,6.97245409015025,6.75125208681135,6.24353628023353,6.62802335279399,7.57714762301918,6.3575,6.065,4.11,3.74833333333333,5.96833333333333,8.00585284280936,1.51836393989983,1.7566889632107,1.81,2.2617220801364,2.16764953664701,2.07100591715976,1.67946577629382
"Poland",1.68639667705088,1.77124868835257,2.834375,1.46227417640808,1.81685744016649,1.84332281808623,2.27536231884058,7.060103626943,1.77248677248677,6.65441176470588,5.73547717842324,2.30921052631579,1.63409337676439,2.65775401069519,3.9832285115304,2.30147058823529,3.76656151419558,3.45684210526316,2.69100529100529,2.198738170347,2.14675052410901,2.31216931216931,2.83603020496224,2.79446219382322,2.50327510917031,2.67720090293454,3.08405172413793,3.15164835164835,2.15873015873016,2.58905852417303,2.62639821029083,2.40983606557377,2.39228723404255,2.20898876404494,5.69876819708847,3.51317296678121,8.74122807017544,6.98245614035088,8.41924778761062,5.33830275229358,4.16158192090395,8.84789644012945,6.37748344370861,4.52396166134185,4.85995623632385,5.69871794871795,5.99231613611416,8.67807486631016,2.10890052356021,1.75054945054945,1.70691676436108,2.83352735739232,2.16723549488055,1.74470457079153,1.67221644120708
"Qatar",1.2877358490566,1.77714825306893,2.15530303030303,1.22264150943396,1.01320754716981,1.45849056603774,1.6188679245283,8.01322001888574,1.78564683663834,7.95368620037807,7.74574669187146,2.57386363636364,1.03021718602455,2.11374407582938,3.34120982986767,1.44622641509434,2.03116147308782,3.64117091595845,1.80547686496695,1.49811320754717,1.27547169811321,1.59867172675522,1.90598290598291,1.80740037950664,1.28490028490028,1.40991420400381,1.65716999050332,1.58812260536398,1.80343511450382,2.02521823472357,2.28516746411483,2.0406342913776,2.28138075313808,1.66380133715377,5.72003835091083,5.9375,6.88513513513514,5.96095238095238,6.7761485826002,5.02396931927133,8.43904761904762,6.94011406844106,6.42125237191651,5.74123222748815,3.57386363636364,4.82876064333018,7.55100095328885,8.34604385128694,1.47169811320755,1.36007640878701,1.47884615384615,1.11184834123223,3.19449715370019,2.44909609895338,1.21320754716981
"Romania",2.07794803464357,1.91967871485944,3.08962264150943,1.56492637215529,1.66154873164219,2.23010033444816,2.34487350199734,6.64295302013423,1.92876344086022,7.88056680161943,5.78217158176944,2.63983344899375,1.33542976939203,2.68675543097407,4.25570145127851,2.24811514736121,3.75958904109589,4.24669909659486,2.3030303030303,2.21143250688705,2.16280653950954,1.89905787348587,2.91411042944785,2.7879810938555,2.65853658536585,2.85481586402266,3.16930488644184,3.27966689798751,2.20918367346939,2.62061403508772,2.76750700280112,2.58358208955224,2.55315870570108,2.59354365370506,6.00424028268551,3.83610108303249,8.56762438682551,7.94117647058824,8.47544483985765,6.2740014015417,5.58156028368794,8.82474226804124,5.99790648988137,5.20720108695652,3.18515901060071,3.29387755102041,6.93572909467865,8.63611491108071,1.64872139973082,1.76652601969058,1.81763826606876,2.34963503649635,2.33766233766234,1.94842186297152,1.822
"Russia",1.8874546187979,2.01222493887531,2.95898277276456,1.86357730619316,2.63663282571912,2.10146137787056,2.63456889605157,6.12697768762678,1.70765957446809,5.90779547359598,4.84363636363636,1.3539059128183,1.41557305336833,2.75456292026897,3.00368033648791,2.36881296539641,2.89708737864078,3.10188261351052,2.45200698080279,2.54360086767896,2.32873166522865,2.21651690201113,2.83811475409836,2.72260692464358,2.87207357859532,2.83953287197232,2.60626587637595,2.88444244604317,2.38591678097851,2.78742374472079,2.76513525118076,2.47422178988327,2.53256704980843,2.54814060112073,7.31231101511879,3.80369515011547,8.29665679221329,8.05272037115141,8.17215958369471,7.42080276219249,6.52533333333333,8.38949124270225,6.61818181818182,3.07791131371736,4.36513443191674,4.8950988822012,5.37301946582164,7.40612861458783,2.11124694376528,1.81047835990888,1.84923664122137,2.96848842934515,2.51781472684086,1.9903209373408,2.22366148531952
"Rwanda",1.31303208906352,2.00065487884741,2.29076620825147,1.42370661427636,1.91028159790439,1.70006548788474,1.87491814014407,6.46758349705305,1.83366077275704,6.84806810740013,6.09299279633268,2.82842174197773,1.37197118533071,2.59201047806156,2.85723641126392,2.63719711853307,4.69024230517354,3.28880157170923,2.88932547478716,3.02095612311722,3.16961362148003,2.29011132940406,2.44597249508841,2.52193844138834,2.26391617550753,2.30451866404715,2.2180746561886,2.25474787164375,2.33202357563851,2.45645055664702,2.24034053700065,2.49312377210216,2.37590045841519,2.37459070072037,4.97118533071382,4.9056974459725,7.03405370006549,6.90831696136215,7.30582842174198,7.12704649639817,7.33857236411264,7.59266535690897,3.74132285527177,3.45710543549443,4.13163064833006,4.00458415193189,6.23510150622135,7.69220694171578,1.67779960707269,1.603798297315,1.62278978388998,2.17104216388226,2.67809820732658,2.19637223974763,1.65111695137976
"Singapore",1.53448275862069,1.72261663286004,2.45486815415821,1.74327752409944,1.89441624365482,1.69523326572008,1.9041095890411,6.97108066971081,1.61483739837398,6.78375634517766,6.41095890410959,1.75482233502538,1.66395939086294,2.89655172413793,3.41552511415525,2.54467005076142,3.1765601217656,3.34956874682902,2.84373414510401,2.91222729578894,2.92744799594115,2.10750507099391,2.35699797160243,2.35091277890467,1.98934550989346,1.94013191273465,1.99898580121704,2.08519269776876,1.96448503297818,2.17097919837646,2.09436834094368,2.18366311516996,2.2257737189244,2.29477422628108,6.2623033992897,3.97057331303907,7.30187721968544,6.07508878741755,6.32876712328767,5.20243531202435,5.63419583967529,6.76204972095383,5.18071065989848,5.3336719146775,4.42284263959391,4.54822335025381,5.80862944162437,7.66395939086294,1.93302891933029,2.03709349593496,2.52107668867445,2.78173719376392,2.61238532110092,2.10163551401869,1.58452868852459
"Slovenia",1.64044943820225,1.7172478793591,3.27042253521127,1.70643939393939,2.81638418079096,1.98303487276155,2.24602432179607,7.35155513666353,1.79886685552408,7.87781954887218,6.06191369606004,2.5458984375,1.69828456104945,2.64387464387464,4.57210179076343,2.29422894985809,2.98207547169811,4.10910815939279,2.47398297067171,1.9387370405278,2.76864966949953,2.98183556405354,2.8932955618508,2.72452830188679,2.62750716332378,2.94013738959764,3.31153846153846,3.34036433365292,2.33841463414634,2.77678571428571,2.69740634005764,2.52970795568983,2.57692307692308,2.7631067961165,6.29216867469879,2.3164812942366,8.56916996047431,7.27480158730159,7.79616548940464,6.5168986083499,4.99192734611504,8.84442270058709,4.83679833679834,4.10354745925216,4.23940886699507,4.6084452975048,5.18793273986152,8.11450381679389,2.06552706552707,2.0519877675841,2.129883843717,3.24664602683179,2.53159478435306,1.91961414790997,1.47378277153558
"South Africa",1.76931818181818,1.98313803943984,2.56385125396368,1.55255431591309,1.62385057471264,1.87325944870702,1.75403797109663,6.67821641579097,1.76373469968688,7.17535816618911,6.18119658119658,1.9588830929733,1.52546998180716,2.37492861222159,2.84258729250143,2.46782956820132,2.58085714285714,2.71904625107728,2.52283826486642,2.62029318769761,2.53125,1.84864091559371,2.37707302880419,2.139729184673,2.58275058275058,2.46384479717813,2.5601052939456,2.61282730214769,2.31440526001195,2.46822541966427,2.35177983846844,2.46287809349221,2.40351941747573,2.4717211861816,6.71000288267512,6.6342807424594,7.04847085978073,6.78024833958995,6.77865266841645,6.71436814772072,6.93065587980352,7.07568345323741,6.23812316715543,5.76549942594719,5.2028901734104,4.75695839311334,6.16289198606272,7.60138448226132,1.93395133256083,1.53218629486799,1.61906193625977,1.8210922787194,1.85983328187712,1.87056627255756,2.25788869764773
"South Korea",1.54636591478697,1.80904522613065,2.36784511784512,1.52560873215785,2.36188077246012,1.95663052543786,2.05378151260504,6.61059714045416,1.70326906957251,6.75083612040134,5.86064189189189,2.18571428571429,2.1436974789916,3.3013468013468,4.39075630252101,2.75719120135364,2.98310810810811,3.34010152284264,2.57624262847515,2.93954659949622,3.55966386554622,2.47073578595318,2.36925647451963,2.34698996655518,2.41471571906355,2.28260869565217,2.55889724310777,2.90954773869347,2.27842809364549,2.45058626465662,2.14118629908104,2.27866108786611,2.36789297658863,2.25062866722548,7.31795302013423,3.13830678960604,8.19191919191919,6.99915824915825,7.0625,4.95282224094356,4.30244313395114,7.62384550797649,5.41638513513514,3.52013422818792,3.86800334168755,4.28487886382623,6.01677852348993,8.46198830409357,1.72240802675585,1.52389078498294,1.6618398637138,2.97854954034729,3.01004016064257,2.35558112773303,2.25155555555556
"Spain",1.51063829787234,1.63273960983885,3.08305084745763,1.56425531914894,2.93627867459643,1.99747048903879,2.11288963774221,6.77054794520548,1.80485689505637,6.94512195121951,5.5414551607445,2.16018099547511,1.33996383363472,2.88755364806867,4.32852292020373,2.6598812553011,2.96255319148936,3.71611253196931,2.33276740237691,2.34382978723404,2.57167090754877,2.97692307692308,2.8125,2.85021276595745,2.41126279863481,2.67296137339056,3.06917164816396,2.78924162257496,2.11908931698774,2.84943429068755,3.2263339070568,2.4192685102587,2.57875457875458,2.30358705161855,7.01863354037267,3.41643582640813,8.66491688538933,8.18744551002615,8.0908273381295,6.72702702702703,6.19427036705461,8.88638334778838,5.36019417475728,4.3451251078516,3.87314085739283,4.27052722558341,5.61896400351185,8.65295629820051,2.24175824175824,1.89892665474061,1.81545893719807,2.81656804733728,2.81083844580777,2.08153241650295,1.8743676222597
"Sweden",1.32392026578073,1.50503355704698,2.28153717627402,1.60403863037752,3.00670016750419,1.63092269326683,1.92768079800499,7.62043189368771,1.35153583617747,7.69416666666667,7.08673894912427,1.90434782608696,2.30789707187223,2.47271200671704,4.5736885928393,2.75689223057644,3.1025,3.89916666666667,3.35284280936455,2.50208159866778,3.2236076475478,2.54863481228669,2.73894912427023,2.53981559094719,2.08590492076731,2.04863481228669,2.35274261603376,2.33986371379898,1.91806167400881,2.49045138888889,2.46244725738397,2.23037100949094,2.30164533820841,2.54931972789116,6.40392826643894,1.99827288428325,9.27618243243243,7.37404580152672,8.67495711835334,3.29305912596401,3.50086505190311,9.49539748953975,5.19706136560069,5.57894736842105,3.72673931265717,4.26266891891892,6.06625441696113,9.30820770519263,2.05443886097152,1.93646649260226,1.86666666666667,3.47340889276373,1.70279424216765,1.74597495527728,1.54114713216958
"Taiwan",1.63205233033524,1.77567789646672,2.79504132231405,1.51393442622951,2.36639344262295,1.82952691680261,1.89473684210526,6.88569078947368,1.69777043765483,7.48835274542429,6.36807278742763,2.42255892255892,2.19811320754717,3.30860033726813,4.5296574770259,2.26744186046512,3.04916666666667,4.47377185678601,2.80788590604027,2.68170426065163,2.89110556940981,2.2015503875969,2.82770562770563,2.7367535744323,2.31060606060606,2.54387489139878,2.60854700854701,2.90805604203152,2.10677083333333,2.23628318584071,2.09412780656304,2.10374891020052,2.02678571428571,2.0249569707401,6.81379310344828,3.12243074173369,8.70247229326513,7.42123287671233,8.27982456140351,6.42450388265746,5.41872791519435,8.57510729613734,5.0104347826087,5.32548359966358,3.32568027210884,3.92340067340067,7.39267461669506,8.88879598662207,2.01166666666667,1.87774030354132,1.80751604032997,2.93386952636282,2.5170902716915,2.04246100519931,1.73105134474328
"Thailand",1.87802840434419,1.98650927487352,1.9812925170068,1.42065491183879,1.56999161777033,1.6875,1.9375,7.56605351170569,1.67426160337553,7.52719665271966,6.17252931323283,2.2070410729254,1.91231028667791,2.9070351758794,3.58305369127517,2.49957947855341,2.77954735959765,3.70770519262982,2.92087542087542,2.59949622166247,2.4572864321608,1.94991364421416,2.57552083333333,2.43955094991364,2.54482158398607,1.94468832309043,2.4614711033275,2.58648648648649,1.78928884986831,2.32155797101449,1.81136950904393,2.20372093023256,2.14835680751174,2.29711538461538,6.49077181208054,4.83193277310924,7.96806722689076,7.7339527027027,7.2593537414966,6.56382079459003,6.69432684165961,8.03076923076923,6.41284403669725,4.83026755852843,4.80451127819549,4.31051752921536,7.5804549283909,8.42602040816327,1.82594142259414,1.60411311053985,1.73524150268336,2.660663507109,2.37750653879686,1.97604790419162,1.73204903677758
"Trinidad & Tobago",1.91649899396378,1.64688128772636,2.76984924623116,1.42036290322581,1.31414141414141,1.58758758758759,1.86886886886887,7.46593186372746,1.96780684104628,8.16515609264854,5.9789156626506,2.55245535714286,1.12525458248473,2.39311043566363,4.24141414141414,1.83166332665331,3.87386478304743,3.57825203252033,2.05633802816901,2.15539858728557,2.63535353535354,2.04624871531346,2.76536885245902,2.69018404907975,2.85230769230769,2.76839826839827,2.69400630914827,2.84623655913978,1.97821350762527,2.65419501133787,2.45530145530146,2.39497716894977,2.31242603550296,2.25514874141876,4.72428419936373,3.2956326987682,8.56410256410256,6.10564853556485,7.24311926605505,3.95487932843652,6.01159114857745,8.45269582909461,5.4521556256572,6.15221774193548,3.23654822335025,2.62776659959759,7.1652977412731,8.60714285714286,1.30661322645291,1.9022633744856,1.85744234800839,2.31971995332555,1.58613659531091,1.74890829694323,1.95339412360689
"Tunisia",1.76807980049875,2.01106382978723,2.71428571428571,1.19949916527546,1.0648918469218,2.08569051580699,2.08554817275748,5.58263772954925,1.84003421727973,6.64230438521066,4.95836802664446,2.53859496964441,1.27700348432056,2.37215909090909,3.23139745916515,1.77297297297297,2.17235188509874,3.7894257064722,2.08781362007168,2.92,1.81674008810573,2.4091726618705,3.17953321364452,3.10089285714286,2.21254355400697,2.45859305431879,3.22371967654987,3.57806691449814,2.58596134282808,2.9100310237849,2.76608187134503,2.95524017467249,3.26082130965594,2.78968253968254,7.08287795992714,4.51866404715128,8.55922865013774,7.88778280542986,8.23915050784857,6.47232472324723,6.86080586080586,7.28751123090746,5.90717703349282,3.14248927038627,2.68106617647059,3.2883275261324,5.93942133815552,8.45822339489886,1.71226831421006,1.48366013071895,1.6239396795476,1.3457216940363,2.79746835443038,2.33082706766917,1.50333889816361
"Turkey",1.43714821763602,1.70736312146004,2.52641509433962,1.72012578616352,1.44875,1.8153942428035,2.14585987261147,7.27232979387883,1.87573964497041,7.40857503152585,6.2594696969697,2.17543859649123,1.6036036036036,2.32022828154724,3.27746031746032,2.15506329113924,2.61195928753181,3.38525111252384,2.48415716096324,2.24050632911392,2.11251580278129,2.02873563218391,2.69942565411615,2.61922833649589,1.99810606060606,2.14569961489089,2.34910485933504,2.4400518470512,2.17601043024772,2.50593667546174,2.75,2.49167221852099,2.35384615384615,2.43043762246897,7.49557522123894,5.11521323997454,8.23614609571788,8.11406844106464,7.5424588086185,7.60227272727273,5.68427753023552,8.16845425867508,5.74480519480519,4.40205523442518,4.2883750802826,4.40051020408163,5.28607918263091,8.57413249211356,1.79658875552748,1.36025641025641,1.24187256176853,1.9474043715847,2.39307535641548,2.0049610205528,1.92910915934755
"Ukraine",1.728,1.884,2.92666666666667,1.81533333333333,2.218,2.16549789621318,2.75336021505376,5.89866666666667,1.75053456878118,6.54666666666667,4.542,2.10333333333333,1.57133333333333,3.43,3.98333333333333,2.72733333333333,3.858,4.242,2.734,2.93933333333333,2.47466666666667,1.964,2.53533333333333,2.48133333333333,2.93666666666667,3.04266666666667,3.074,3.13466666666667,2.33266666666667,2.73266666666667,2.91133333333333,2.49333333333333,2.49733333333333,2.46333333333333,7.56533333333333,3.98066666666667,8.432,8.34333333333333,8.28733333333333,7.57333333333333,5.50733333333333,8.46733333333333,6.65666666666667,3.02066666666667,4.46933333333333,4.694,5.47333333333333,7.81266666666667,1.94733333333333,1.834,1.832,2.83755102040816,2.75400641025641,1.89137645107794,2.0625
"United States",1.50338906461817,1.69136918210574,2.42973708068903,1.94805781391147,2.0230352303523,1.73693693693694,1.93682310469314,7.4413357400722,1.61827227498869,7.75840145322434,6.30460288808664,2.04439359267735,1.51188299817185,3.03274215552524,4.58761948111061,2.70537340619308,4.05150410209663,4.01050708085884,3.01922196796339,2.95531235750114,3.02596810933941,2.29612756264237,2.92622950819672,2.88291571753986,2.14259681093394,2.40402193784278,2.78235025148605,3.00046082949309,2.31617647058824,2.72956841138659,2.67202572347267,2.54756380510441,2.48144754924416,2.30825688073394,4.9635103926097,2.96814404432133,8.47577295800646,5.68564814814815,7.5215777262181,3.69237875288684,5.17578849721707,8.32562442183164,3.5950184501845,6.37396121883657,3.36090573012939,3.76802218114603,6.39862068965517,8.53807569539444,1.88473804100228,1.79055912007333,1.71067157313707,2.67904630903255,2.84742647058824,1.92343173431734,1.88853647485274
"Uruguay",1.6950852557673,1.64235055724417,2.96572580645161,1.4959595959596,2.71500503524673,1.81306532663317,1.96796796796797,7.60040363269425,1.8475138121547,7.73148148148148,6.6391959798995,2.17418677859391,1.34486486486486,2.66700302724521,4.89717741935484,2.13627254509018,2.42900302114804,4.45812310797175,2.79124236252546,2.38712972420838,2.87829614604462,2.77525773195876,2.67901234567901,2.71501532175689,2.4847250509165,2.53976670201485,2.3712512926577,2.75961538461538,2.02483801295896,2.624,2.51372118551043,2.16079295154185,2.05340909090909,2.04845814977974,5.61,3.31733021077283,8.78593913955929,7.38203463203463,7.07389749702026,5.99556048834628,6.27714932126697,8.39493136219641,5.55878928987194,5.06979166666667,5.03640256959315,5.47568710359408,6.85553047404063,8.99897225077081,2.04069175991862,1.89749702026222,1.81074481074481,2.93046776232617,2.99297423887588,2.15679012345679,2.18396711202467
"Uzbekistan",1.57771847898599,2.1443922095366,2.61652115513768,1.49026192075218,1.97638326585695,1.38847957133289,2.04936624416278,7.8881446751507,1.85907859078591,7.79508196721311,4.07640750670241,2.8145106091718,1.04878048780488,3.37860661505982,3.79931271477663,2.72859116022099,3.27958477508651,3.54501046755059,1.69220338983051,1.89441416893733,1.71370420624152,1.70325779036827,1.73061224489796,1.6006734006734,1.62962962962963,1.59701492537313,1.27210884353742,1.40993328391401,1.55091937765205,1.86836027713626,1.76108726752504,1.73035439137134,1.56508422664625,1.78046811945117,6.64075067024129,5.11328388401888,8.52870493991989,7.54581939799331,7.84013377926421,7.93971868720697,7.88544474393531,8.66377585056705,5.37931034482759,4.35140845070423,3.02114164904863,3.45031712473573,6.8772826880935,8.79397993311037,1.36541049798116,1.67401791867677,1.73286219081272,2.828125,2.80862329803328,1.77751004016064,1.46853625170999
"Yemen",1.59817813765182,2.34158926728586,2.69349845201238,1.49241658240647,1.06012024048096,2.135,2.108,5.88730964467005,1.59601259181532,6.40277777777778,4.6713567839196,2.54246284501062,1.16132478632479,2.81005586592179,3.74706510138741,1.78229166666667,3.30439330543933,4.51776103336921,2.49782608695652,2.29513513513514,1.88119834710744,1.71502057613169,3.28532974427995,3.02205071664829,2.85539488320356,3.0436320754717,2.92424242424242,3.35654261704682,2.54532577903683,2.88869863013699,2.75494672754947,2.84973166368515,2.84395973154362,2.46447368421053,7.61123110151188,6.42111801242236,9.19073869900772,7.43445287107259,8.11066666666667,6.34474885844749,8.03483146067416,7.24446902654867,6.65777262180974,2.79393305439331,2.00327153762268,2.11652542372881,7.34701055099648,8.49397590361446,1.83210137275607,1.52508004268943,1.49052396878484,1.2479674796748,3.30255839822024,2.71739130434783,1.46993987975952
"Zimbabwe",1.824,1.844,2.62266666666667,1.15,1.21133333333333,1.77666666666667,1.69066666666667,6.04133333333333,1.928,6.66,4.81733333333333,2.75133333333333,1.35933333333333,2.25066666666667,2.84266666666667,1.908,2.834,3.476,1.92333333333333,2.574,2.902,1.57933333333333,2.72933333333333,2.542,2.44333333333333,2.36933333333333,2.53333333333333,2.594,1.84733333333333,2.068,2.09733333333333,2.176,2.186,1.93466666666667,5.27266666666667,4.094,8.62933333333333,6.93533333333333,7.71466666666667,4.12466666666667,6.808,6.95733333333333,4.742,3.87066666666667,3.52133333333333,3.61533333333333,5.95533333333333,8.75066666666667,1.53866666666667,1.66333333333333,1.49666666666667,2.04684014869888,2.70918367346939,2.14044512663085,1.93230563002681
