Country,Category,Price (USD),Relative Cost (%) to Sweden
Timor-Leste,"Fitness Club, Monthly Fee for 1 Adult",56.25,35.2
Timor-Leste,Tennis Court Rent (1 Hour on Weekend),13.33,35.2
Timor-Leste,"Cinema, International Release, 1 Seat",6.5,35.2
Timor-Leste,"Preschool (or Kindergarten), Full Day, Private, Monthly for 1 Child",375.0,35.2
Timor-Leste,"International Primary School, Yearly for 1 Child",11000.0,35.2
Timor-Leste,1 Pair of Jeans (Levis 501 Or Similar),65.0,35.2
Timor-Leste,"1 Summer Dress in a Chain Store (Zara, H&M, ...)",40.0,35.2
Timor-Leste,1 Pair of Nike Running Shoes (Mid-Range),83.33,35.2
Timor-Leste,1 Pair of Men Leather Business Shoes,55.0,35.2
Timor-Leste,Apartment (1 bedroom) in City Centre,980.0,35.2
Timor-Leste,Apartment (1 bedroom) Outside of Centre,875.0,35.2
Timor-Leste,Apartment (3 bedrooms) in City Centre,2320.0,35.2
Timor-Leste,Apartment (3 bedrooms) Outside of Centre,1550.0,35.2
Timor-Leste,Price per Square Meter to Buy Apartment in City Centre,4500.0,35.2
Timor-Leste,Price per Square Meter to Buy Apartment Outside of Centre,4000.0,35.2
Timor-Leste,Average Monthly Net Salary (After Tax),5142.0,35.2
Timor-Leste,"Mortgage Interest Rate in Percentages (%), Yearly, for 20 Years Fixed-Rate",5.37,35.2
Togo,"Meal, Inexpensive Restaurant",2.3,-75.1
Togo,"Meal for 2 People, Mid-range Restaurant, Three-course",29.6,-75.1
Togo,McMeal at McDonalds (or Equivalent Combo Meal),5.75,-75.1
Togo,Domestic Beer (0.5 liter draught),0.82,-75.1
Togo,Imported Beer (0.33 liter bottle),2.06,-75.1
Togo,Cappuccino (regular),3.84,-75.1
Togo,Coke/Pepsi (0.33 liter bottle),2.22,-75.1
Togo,Water (0.33 liter bottle),0.96,-75.1
Togo,"Milk (regular), (1 liter)",2.01,-75.1
Togo,Loaf of Fresh White Bread (500g),0.95,-75.1
Togo,"Rice (white), (1kg)",1.56,-75.1
Togo,Eggs (regular) (12),1.72,-75.1
Togo,Local Cheese (1kg),7.35,-75.1
Togo,Chicken Fillets (1kg),6.58,-75.1
Togo,Beef Round (1kg) (or Equivalent Back Leg Red Meat),6.18,-75.1
Togo,Apples (1kg),2.74,-75.1
Togo,Banana (1kg),2.06,-75.1
Togo,Oranges (1kg),3.02,-75.1
Togo,Tomato (1kg),3.43,-75.1
Togo,Potato (1kg),2.74,-75.1
Togo,Onion (1kg),3.84,-75.1
Togo,Lettuce (1 head),0.6,-75.1
Togo,Water (1.5 liter bottle),0.79,-75.1
Togo,Bottle of Wine (Mid-Range),4.6,-75.1
Togo,Domestic Beer (0.5 liter bottle),1.09,-75.1
Togo,Imported Beer (0.33 liter bottle),2.05,-75.1
Togo,Cigarettes 20 Pack (Marlboro),1.89,-75.1
Togo,One-way Ticket (Local Transport),0.58,-75.1
Togo,Monthly Pass (Regular Price),49.34,-75.1
Togo,Taxi Start (Normal Tariff),0.58,-75.1
Togo,Taxi 1km (Normal Tariff),0.33,-75.1
Togo,Taxi 1hour Waiting (Normal Tariff),4.6,-75.1
Togo,Gasoline (1 liter),1.07,-75.1
Togo,Volkswagen Golf 1.4 90 KW Trendline (Or Equivalent New Car),13156.63,-75.1
Togo,Toyota Corolla Sedan 1.6l 97kW Comfort (Or Equivalent New Car),24120.48,-75.1
Togo,"Basic (Electricity, Heating, Cooling, Water, Garbage) for 85m2 Apartment",141.11,-75.1
Togo,Mobile Phone Monthly Plan with Calls and 10GB+ Data,20.01,-75.1
Togo,"Internet (60 Mbps or More, Unlimited Data, Cable/ADSL)",53.78,-75.1
Togo,"Fitness Club, Monthly Fee for 1 Adult",32.07,-75.1
Togo,Tennis Court Rent (1 Hour on Weekend),8.22,-75.1
Togo,"Cinema, International Release, 1 Seat",8.22,-75.1
Togo,"Preschool (or Kindergarten), Full Day, Private, Monthly for 1 Child",106.9,-75.1
Togo,"International Primary School, Yearly for 1 Child",4824.1,-75.1
Togo,1 Pair of Jeans (Levis 501 Or Similar),20.83,-75.1
Togo,"1 Summer Dress in a Chain Store (Zara, H&M, ...)",22.48,-75.1
Togo,1 Pair of Nike Running Shoes (Mid-Range),31.25,-75.1
Togo,1 Pair of Men Leather Business Shoes,78.39,-75.1
Togo,Apartment (1 bedroom) in City Centre,203.52,-75.1
Togo,Apartment (1 bedroom) Outside of Centre,103.61,-75.1
Togo,Apartment (3 bedrooms) in City Centre,454.93,-75.1
Togo,Apartment (3 bedrooms) Outside of Centre,291.84,-75.1
Togo,Price per Square Meter to Buy Apartment in City Centre,1192.32,-75.1
Togo,Price per Square Meter to Buy Apartment Outside of Centre,435.81,-75.1
Togo,Average Monthly Net Salary (After Tax),548.19,-75.1
Togo,"Mortgage Interest Rate in Percentages (%), Yearly, for 20 Years Fixed-Rate",8.0,-75.1
Tonga,"Meal, Inexpensive Restaurant",9.47,
Tonga,"Meal for 2 People, Mid-range Restaurant, Three-course",63.1,
Tonga,McMeal at McDonalds (or Equivalent Combo Meal),10.52,
Tonga,Domestic Beer (0.5 liter draught),3.37,
Tonga,Imported Beer (0.33 liter bottle),4.21,
Tonga,Cappuccino (regular),2.94,
Tonga,Coke/Pepsi (0.33 liter bottle),1.76,
Tonga,Water (0.33 liter bottle),2.29,
Tonga,"Milk (regular), (1 liter)",1.55,
Tonga,Loaf of Fresh White Bread (500g),0.92,
Tonga,"Rice (white), (1kg)",2.09,
Tonga,Eggs (regular) (12),4.46,
Tonga,Local Cheese (1kg),9.11,
Tonga,Chicken Fillets (1kg),5.1,
Tonga,Beef Round (1kg) (or Equivalent Back Leg Red Meat),6.87,
Tonga,Apples (1kg),2.73,
Tonga,Banana (1kg),2.8,
Tonga,Oranges (1kg),2.84,
Tonga,Tomato (1kg),3.26,
Tonga,Potato (1kg),3.26,
Tonga,Onion (1kg),2.66,
Tonga,Lettuce (1 head),2.21,
Tonga,Water (1.5 liter bottle),1.4,
Tonga,Bottle of Wine (Mid-Range),16.83,
Tonga,Domestic Beer (0.5 liter bottle),3.23,
Tonga,Imported Beer (0.33 liter bottle),3.37,
Tonga,Cigarettes 20 Pack (Marlboro),10.31,
Tonga,One-way Ticket (Local Transport),2.1,
Tonga,Monthly Pass (Regular Price),42.07,
Tonga,Taxi Start (Normal Tariff),2.1,
Tonga,Taxi 1km (Normal Tariff),8.41,
Tonga,Taxi 1hour Waiting (Normal Tariff),42.07,
Tonga,Gasoline (1 liter),1.47,
Tonga,Volkswagen Golf 1.4 90 KW Trendline (Or Equivalent New Car),5889.68,
Tonga,Toyota Corolla Sedan 1.6l 97kW Comfort (Or Equivalent New Car),8413.83,
Tonga,"Basic (Electricity, Heating, Cooling, Water, Garbage) for 85m2 Apartment",189.31,
Tonga,Mobile Phone Monthly Plan with Calls and 10GB+ Data,22.44,
Tonga,"Internet (60 Mbps or More, Unlimited Data, Cable/ADSL)",126.21,
Tonga,"Fitness Club, Monthly Fee for 1 Adult",32.25,
Tonga,Tennis Court Rent (1 Hour on Weekend),42.07,
Tonga,"Cinema, International Release, 1 Seat",42.07,
Tonga,"Preschool (or Kindergarten), Full Day, Private, Monthly for 1 Child",159.86,
Tonga,"International Primary School, Yearly for 1 Child",252.41,
Tonga,1 Pair of Jeans (Levis 501 Or Similar),4.21,
Tonga,"1 Summer Dress in a Chain Store (Zara, H&M, ...)",17.88,
Tonga,1 Pair of Nike Running Shoes (Mid-Range),21.03,
Tonga,1 Pair of Men Leather Business Shoes,29.45,
Tonga,Apartment (1 bedroom) in City Centre,631.04,
Tonga,Apartment (1 bedroom) Outside of Centre,,
Tonga,Apartment (3 bedrooms) in City Centre,420.69,
Tonga,Apartment (3 bedrooms) Outside of Centre,420.69,
Tonga,Price per Square Meter to Buy Apartment in City Centre,420.69,
Tonga,Price per Square Meter to Buy Apartment Outside of Centre,252.41,
Tonga,Average Monthly Net Salary (After Tax),690.34,
Tonga,"Mortgage Interest Rate in Percentages (%), Yearly, for 20 Years Fixed-Rate",,
Trinidad And Tobago,"Meal, Inexpensive Restaurant",8.81,-34.3
Trinidad And Tobago,"Meal for 2 People, Mid-range Restaurant, Three-course",73.44,-34.3
Trinidad And Tobago,McMeal at McDonalds (or Equivalent Combo Meal),7.34,-34.3
Trinidad And Tobago,Domestic Beer (0.5 liter draught),1.76,-34.3
Trinidad And Tobago,Imported Beer (0.33 liter bottle),2.94,-34.3
Trinidad And Tobago,Cappuccino (regular),3.64,-34.3
Trinidad And Tobago,Coke/Pepsi (0.33 liter bottle),1.01,-34.3
Trinidad And Tobago,Water (0.33 liter bottle),0.8,-34.3
Trinidad And Tobago,"Milk (regular), (1 liter)",2.3,-34.3
Trinidad And Tobago,Loaf of Fresh White Bread (500g),2.35,-34.3
Trinidad And Tobago,"Rice (white), (1kg)",2.71,-34.3
Trinidad And Tobago,Eggs (regular) (12),4.04,-34.3
Trinidad And Tobago,Local Cheese (1kg),7.46,-34.3
Trinidad And Tobago,Chicken Fillets (1kg),8.5,-34.3
Trinidad And Tobago,Beef Round (1kg) (or Equivalent Back Leg Red Meat),9.19,-34.3
Trinidad And Tobago,Apples (1kg),4.59,-34.3
Trinidad And Tobago,Banana (1kg),2.36,-34.3
Trinidad And Tobago,Oranges (1kg),3.62,-34.3
Trinidad And Tobago,Tomato (1kg),4.41,-34.3
Trinidad And Tobago,Potato (1kg),1.29,-34.3
Trinidad And Tobago,Onion (1kg),1.43,-34.3
Trinidad And Tobago,Lettuce (1 head),1.55,-34.3
Trinidad And Tobago,Water (1.5 liter bottle),1.22,-34.3
Trinidad And Tobago,Bottle of Wine (Mid-Range),17.63,-34.3
Trinidad And Tobago,Domestic Beer (0.5 liter bottle),2.06,-34.3
Trinidad And Tobago,Imported Beer (0.33 liter bottle),2.79,-34.3
Trinidad And Tobago,Cigarettes 20 Pack (Marlboro),5.58,-34.3
Trinidad And Tobago,One-way Ticket (Local Transport),1.03,-34.3
Trinidad And Tobago,Monthly Pass (Regular Price),73.44,-34.3
Trinidad And Tobago,Taxi Start (Normal Tariff),1.03,-34.3
Trinidad And Tobago,Taxi 1km (Normal Tariff),0.88,-34.3
Trinidad And Tobago,Taxi 1hour Waiting (Normal Tariff),14.69,-34.3
Trinidad And Tobago,Gasoline (1 liter),1.05,-34.3
Trinidad And Tobago,Volkswagen Golf 1.4 90 KW Trendline (Or Equivalent New Car),35251.18,-34.3
Trinidad And Tobago,Toyota Corolla Sedan 1.6l 97kW Comfort (Or Equivalent New Car),34473.58,-34.3
Trinidad And Tobago,"Basic (Electricity, Heating, Cooling, Water, Garbage) for 85m2 Apartment",81.7,-34.3
Trinidad And Tobago,Mobile Phone Monthly Plan with Calls and 10GB+ Data,44.12,-34.3
Trinidad And Tobago,"Internet (60 Mbps or More, Unlimited Data, Cable/ADSL)",54.92,-34.3
Trinidad And Tobago,"Fitness Club, Monthly Fee for 1 Adult",49.68,-34.3
Trinidad And Tobago,Tennis Court Rent (1 Hour on Weekend),14.85,-34.3
Trinidad And Tobago,"Cinema, International Release, 1 Seat",8.81,-34.3
Trinidad And Tobago,"Preschool (or Kindergarten), Full Day, Private, Monthly for 1 Child",215.77,-34.3
Trinidad And Tobago,"International Primary School, Yearly for 1 Child",5478.62,-34.3
Trinidad And Tobago,1 Pair of Jeans (Levis 501 Or Similar),57.0,-34.3
Trinidad And Tobago,"1 Summer Dress in a Chain Store (Zara, H&M, ...)",44.41,-34.3
Trinidad And Tobago,1 Pair of Nike Running Shoes (Mid-Range),108.18,-34.3
Trinidad And Tobago,1 Pair of Men Leather Business Shoes,94.96,-34.3
Trinidad And Tobago,Apartment (1 bedroom) in City Centre,547.48,-34.3
Trinidad And Tobago,Apartment (1 bedroom) Outside of Centre,396.59,-34.3
Trinidad And Tobago,Apartment (3 bedrooms) in City Centre,1060.29,-34.3
Trinidad And Tobago,Apartment (3 bedrooms) Outside of Centre,776.34,-34.3
Trinidad And Tobago,Price per Square Meter to Buy Apartment in City Centre,2845.8,-34.3
Trinidad And Tobago,Price per Square Meter to Buy Apartment Outside of Centre,1660.05,-34.3
Trinidad And Tobago,Average Monthly Net Salary (After Tax),812.36,-34.3
Trinidad And Tobago,"Mortgage Interest Rate in Percentages (%), Yearly, for 20 Years Fixed-Rate",6.02,-34.3
Tunisia,"Meal, Inexpensive Restaurant",3.22,-77.0
Tunisia,"Meal for 2 People, Mid-range Restaurant, Three-course",19.3,-77.0
Tunisia,McMeal at McDonalds (or Equivalent Combo Meal),4.83,-77.0
Tunisia,Domestic Beer (0.5 liter draught),1.61,-77.0
Tunisia,Imported Beer (0.33 liter bottle),2.17,-77.0
Tunisia,Cappuccino (regular),0.88,-77.0
Tunisia,Coke/Pepsi (0.33 liter bottle),0.6,-77.0
Tunisia,Water (0.33 liter bottle),0.28,-77.0
Tunisia,"Milk (regular), (1 liter)",0.47,-77.0
Tunisia,Loaf of Fresh White Bread (500g),0.16,-77.0
Tunisia,"Rice (white), (1kg)",1.31,-77.0
Tunisia,Eggs (regular) (12),1.52,-77.0
Tunisia,Local Cheese (1kg),10.12,-77.0
Tunisia,Chicken Fillets (1kg),5.75,-77.0
Tunisia,Beef Round (1kg) (or Equivalent Back Leg Red Meat),12.36,-77.0
Tunisia,Apples (1kg),1.81,-77.0
Tunisia,Banana (1kg),3.11,-77.0
Tunisia,Oranges (1kg),1.09,-77.0
Tunisia,Tomato (1kg),0.71,-77.0
Tunisia,Potato (1kg),0.62,-77.0
Tunisia,Onion (1kg),0.55,-77.0
Tunisia,Lettuce (1 head),0.42,-77.0
Tunisia,Water (1.5 liter bottle),0.29,-77.0
Tunisia,Bottle of Wine (Mid-Range),6.43,-77.0
Tunisia,Domestic Beer (0.5 liter bottle),1.21,-77.0
Tunisia,Imported Beer (0.33 liter bottle),1.25,-77.0
Tunisia,Cigarettes 20 Pack (Marlboro),3.22,-77.0
Tunisia,One-way Ticket (Local Transport),0.26,-77.0
Tunisia,Monthly Pass (Regular Price),9.65,-77.0
Tunisia,Taxi Start (Normal Tariff),0.29,-77.0
Tunisia,Taxi 1km (Normal Tariff),0.32,-77.0
Tunisia,Taxi 1hour Waiting (Normal Tariff),4.02,-77.0
Tunisia,Gasoline (1 liter),0.81,-77.0
Tunisia,Volkswagen Golf 1.4 90 KW Trendline (Or Equivalent New Car),38600.55,-77.0
Tunisia,Toyota Corolla Sedan 1.6l 97kW Comfort (Or Equivalent New Car),33558.89,-77.0
Tunisia,"Basic (Electricity, Heating, Cooling, Water, Garbage) for 85m2 Apartment",50.9,-77.0
Tunisia,Mobile Phone Monthly Plan with Calls and 10GB+ Data,9.62,-77.0
Tunisia,"Internet (60 Mbps or More, Unlimited Data, Cable/ADSL)",20.14,-77.0
Tunisia,"Fitness Club, Monthly Fee for 1 Adult",26.29,-77.0
Tunisia,Tennis Court Rent (1 Hour on Weekend),10.48,-77.0
Tunisia,"Cinema, International Release, 1 Seat",4.83,-77.0
Tunisia,"Preschool (or Kindergarten), Full Day, Private, Monthly for 1 Child",84.86,-77.0
Tunisia,"International Primary School, Yearly for 1 Child",2561.09,-77.0
Tunisia,1 Pair of Jeans (Levis 501 Or Similar),40.76,-77.0
Tunisia,"1 Summer Dress in a Chain Store (Zara, H&M, ...)",50.98,-77.0
Tunisia,1 Pair of Nike Running Shoes (Mid-Range),93.84,-77.0
Tunisia,1 Pair of Men Leather Business Shoes,69.87,-77.0
Tunisia,Apartment (1 bedroom) in City Centre,213.57,-77.0
Tunisia,Apartment (1 bedroom) Outside of Centre,141.11,-77.0
Tunisia,Apartment (3 bedrooms) in City Centre,367.64,-77.0
Tunisia,Apartment (3 bedrooms) Outside of Centre,252.0,-77.0
Tunisia,Price per Square Meter to Buy Apartment in City Centre,970.93,-77.0
Tunisia,Price per Square Meter to Buy Apartment Outside of Centre,575.3,-77.0
Tunisia,Average Monthly Net Salary (After Tax),293.44,-77.0
Tunisia,"Mortgage Interest Rate in Percentages (%), Yearly, for 20 Years Fixed-Rate",11.59,-77.0
Turkey,"Meal, Inexpensive Restaurant",8.75,-37.6
Turkey,"Meal for 2 People, Mid-range Restaurant, Three-course",34.99,-37.6
Turkey,McMeal at McDonalds (or Equivalent Combo Meal),7.29,-37.6
Turkey,Domestic Beer (0.5 liter draught),2.92,-37.6
Turkey,Imported Beer (0.33 liter bottle),4.08,-37.6
Turkey,Cappuccino (regular),2.87,-37.6
Turkey,Coke/Pepsi (0.33 liter bottle),1.25,-37.6
Turkey,Water (0.33 liter bottle),0.47,-37.6
Turkey,"Milk (regular), (1 liter)",0.93,-37.6
Turkey,Loaf of Fresh White Bread (500g),1.0,-37.6
Turkey,"Rice (white), (1kg)",1.72,-37.6
Turkey,Eggs (regular) (12),1.56,-37.6
Turkey,Local Cheese (1kg),9.97,-37.6
Turkey,Chicken Fillets (1kg),5.59,-37.6
Turkey,Beef Round (1kg) (or Equivalent Back Leg Red Meat),18.47,-37.6
Turkey,Apples (1kg),0.92,-37.6
Turkey,Banana (1kg),2.0,-37.6
Turkey,Oranges (1kg),0.96,-37.6
Turkey,Tomato (1kg),1.15,-37.6
Turkey,Potato (1kg),0.56,-37.6
Turkey,Onion (1kg),0.5,-37.6
Turkey,Lettuce (1 head),1.01,-37.6
Turkey,Water (1.5 liter bottle),0.33,-37.6
Turkey,Bottle of Wine (Mid-Range),9.33,-37.6
Turkey,Domestic Beer (0.5 liter bottle),1.97,-37.6
Turkey,Imported Beer (0.33 liter bottle),2.61,-37.6
Turkey,Cigarettes 20 Pack (Marlboro),2.04,-37.6
Turkey,One-way Ticket (Local Transport),0.58,-37.6
Turkey,Monthly Pass (Regular Price),40.47,-37.6
Turkey,Taxi Start (Normal Tariff),0.93,-37.6
Turkey,Taxi 1km (Normal Tariff),0.67,-37.6
Turkey,Taxi 1hour Waiting (Normal Tariff),7.42,-37.6
Turkey,Gasoline (1 liter),1.2,-37.6
Turkey,Volkswagen Golf 1.4 90 KW Trendline (Or Equivalent New Car),44100.58,-37.6
Turkey,Toyota Corolla Sedan 1.6l 97kW Comfort (Or Equivalent New Car),42677.16,-37.6
Turkey,"Basic (Electricity, Heating, Cooling, Water, Garbage) for 85m2 Apartment",59.53,-37.6
Turkey,Mobile Phone Monthly Plan with Calls and 10GB+ Data,9.17,-37.6
Turkey,"Internet (60 Mbps or More, Unlimited Data, Cable/ADSL)",11.99,-37.6
Turkey,"Fitness Club, Monthly Fee for 1 Adult",39.76,-37.6
Turkey,Tennis Court Rent (1 Hour on Weekend),13.72,-37.6
Turkey,"Cinema, International Release, 1 Seat",5.83,-37.6
Turkey,"Preschool (or Kindergarten), Full Day, Private, Monthly for 1 Child",465.46,-37.6
Turkey,"International Primary School, Yearly for 1 Child",9734.11,-37.6
Turkey,1 Pair of Jeans (Levis 501 Or Similar),51.68,-37.6
Turkey,"1 Summer Dress in a Chain Store (Zara, H&M, ...)",39.26,-37.6
Turkey,1 Pair of Nike Running Shoes (Mid-Range),96.14,-37.6
Turkey,1 Pair of Men Leather Business Shoes,82.71,-37.6
Turkey,Apartment (1 bedroom) in City Centre,582.05,-37.6
Turkey,Apartment (1 bedroom) Outside of Centre,405.43,-37.6
Turkey,Apartment (3 bedrooms) in City Centre,981.81,-37.6
Turkey,Apartment (3 bedrooms) Outside of Centre,674.17,-37.6
Turkey,Price per Square Meter to Buy Apartment in City Centre,1949.13,-37.6
Turkey,Price per Square Meter to Buy Apartment Outside of Centre,1158.13,-37.6
Turkey,Average Monthly Net Salary (After Tax),698.74,-37.6
Turkey,"Mortgage Interest Rate in Percentages (%), Yearly, for 20 Years Fixed-Rate",37.92,-37.6
Turkmenistan,"Meal, Inexpensive Restaurant",34.29,
Turkmenistan,"Meal for 2 People, Mid-range Restaurant, Three-course",85.71,
Turkmenistan,McMeal at McDonalds (or Equivalent Combo Meal),10.0,
Turkmenistan,Domestic Beer (0.5 liter draught),5.14,
Turkmenistan,Imported Beer (0.33 liter bottle),14.29,
Turkmenistan,Cappuccino (regular),7.29,
Turkmenistan,Coke/Pepsi (0.33 liter bottle),3.25,
Turkmenistan,Water (0.33 liter bottle),0.8,
Turkmenistan,"Milk (regular), (1 liter)",4.04,
Turkmenistan,Loaf of Fresh White Bread (500g),2.39,
Turkmenistan,"Rice (white), (1kg)",5.14,
Turkmenistan,Eggs (regular) (12),6.86,
Turkmenistan,Local Cheese (1kg),35.9,
Turkmenistan,Chicken Fillets (1kg),11.9,
Turkmenistan,Beef Round (1kg) (or Equivalent Back Leg Red Meat),25.36,
Turkmenistan,Apples (1kg),4.93,
Turkmenistan,Banana (1kg),8.0,
Turkmenistan,Oranges (1kg),7.0,
Turkmenistan,Tomato (1kg),3.43,
Turkmenistan,Potato (1kg),1.79,
Turkmenistan,Onion (1kg),1.43,
Turkmenistan,Lettuce (1 head),1.52,
Turkmenistan,Water (1.5 liter bottle),1.17,
Turkmenistan,Bottle of Wine (Mid-Range),31.43,
Turkmenistan,Domestic Beer (0.5 liter bottle),3.9,
Turkmenistan,Imported Beer (0.33 liter bottle),,
Turkmenistan,Cigarettes 20 Pack (Marlboro),28.57,
Turkmenistan,One-way Ticket (Local Transport),0.14,
Turkmenistan,Monthly Pass (Regular Price),8.57,
Turkmenistan,Taxi Start (Normal Tariff),2.86,
Turkmenistan,Taxi 1km (Normal Tariff),0.86,
Turkmenistan,Taxi 1hour Waiting (Normal Tariff),8.57,
Turkmenistan,Gasoline (1 liter),0.42,
Turkmenistan,Volkswagen Golf 1.4 90 KW Trendline (Or Equivalent New Car),43928.57,
Turkmenistan,Toyota Corolla Sedan 1.6l 97kW Comfort (Or Equivalent New Car),57142.86,
Turkmenistan,"Basic (Electricity, Heating, Cooling, Water, Garbage) for 85m2 Apartment",571.43,
Turkmenistan,Mobile Phone Monthly Plan with Calls and 10GB+ Data,44.76,
Turkmenistan,"Internet (60 Mbps or More, Unlimited Data, Cable/ADSL)",219.05,
Turkmenistan,"Fitness Club, Monthly Fee for 1 Adult",132.14,
Turkmenistan,Tennis Court Rent (1 Hour on Weekend),44.76,
Turkmenistan,"Cinema, International Release, 1 Seat",15.71,
Turkmenistan,"Preschool (or Kindergarten), Full Day, Private, Monthly for 1 Child",34.29,
Turkmenistan,"International Primary School, Yearly for 1 Child",,
Turkmenistan,1 Pair of Jeans (Levis 501 Or Similar),85.71,
Turkmenistan,"1 Summer Dress in a Chain Store (Zara, H&M, ...)",100.0,
Turkmenistan,1 Pair of Nike Running Shoes (Mid-Range),252.38,
Turkmenistan,1 Pair of Men Leather Business Shoes,276.19,
Turkmenistan,Apartment (1 bedroom) in City Centre,1045.71,
Turkmenistan,Apartment (1 bedroom) Outside of Centre,657.14,
Turkmenistan,Apartment (3 bedrooms) in City Centre,1657.14,
Turkmenistan,Apartment (3 bedrooms) Outside of Centre,1400.0,
Turkmenistan,Price per Square Meter to Buy Apartment in City Centre,3904.76,
Turkmenistan,Price per Square Meter to Buy Apartment Outside of Centre,3000.0,
Turkmenistan,Average Monthly Net Salary (After Tax),664.29,
Turkmenistan,"Mortgage Interest Rate in Percentages (%), Yearly, for 20 Years Fixed-Rate",9.0,
Turks And Caicos Islands,"Meal, Inexpensive Restaurant",20.0,
Turks And Caicos Islands,"Meal for 2 People, Mid-range Restaurant, Three-course",120.0,
Turks And Caicos Islands,McMeal at McDonalds (or Equivalent Combo Meal),10.0,
Turks And Caicos Islands,Domestic Beer (0.5 liter draught),5.0,
Turks And Caicos Islands,Imported Beer (0.33 liter bottle),6.5,
Turks And Caicos Islands,Cappuccino (regular),5.5,
Turks And Caicos Islands,Coke/Pepsi (0.33 liter bottle),2.67,
Turks And Caicos Islands,Water (0.33 liter bottle),2.67,
Turks And Caicos Islands,"Milk (regular), (1 liter)",5.53,
Turks And Caicos Islands,Loaf of Fresh White Bread (500g),3.92,
Turks And Caicos Islands,"Rice (white), (1kg)",,
Turks And Caicos Islands,Eggs (regular) (12),4.0,
Turks And Caicos Islands,Local Cheese (1kg),26.46,
Turks And Caicos Islands,Chicken Fillets (1kg),15.0,
Turks And Caicos Islands,Beef Round (1kg) (or Equivalent Back Leg Red Meat),17.61,
Turks And Caicos Islands,Apples (1kg),,
Turks And Caicos Islands,Banana (1kg),,
Turks And Caicos Islands,Oranges (1kg),,
Turks And Caicos Islands,Tomato (1kg),6.61,
Turks And Caicos Islands,Potato (1kg),,
Turks And Caicos Islands,Onion (1kg),,
Turks And Caicos Islands,Lettuce (1 head),6.25,
Turks And Caicos Islands,Water (1.5 liter bottle),2.06,
Turks And Caicos Islands,Bottle of Wine (Mid-Range),20.0,
Turks And Caicos Islands,Domestic Beer (0.5 liter bottle),,
Turks And Caicos Islands,Imported Beer (0.33 liter bottle),,
Turks And Caicos Islands,Cigarettes 20 Pack (Marlboro),7.0,
Turks And Caicos Islands,One-way Ticket (Local Transport),,
Turks And Caicos Islands,Monthly Pass (Regular Price),,
Turks And Caicos Islands,Taxi Start (Normal Tariff),,
Turks And Caicos Islands,Taxi 1km (Normal Tariff),,
Turks And Caicos Islands,Taxi 1hour Waiting (Normal Tariff),,
Turks And Caicos Islands,Gasoline (1 liter),2.12,
Turks And Caicos Islands,Volkswagen Golf 1.4 90 KW Trendline (Or Equivalent New Car),,
Turks And Caicos Islands,Toyota Corolla Sedan 1.6l 97kW Comfort (Or Equivalent New Car),,
Turks And Caicos Islands,"Basic (Electricity, Heating, Cooling, Water, Garbage) for 85m2 Apartment",333.33,
Turks And Caicos Islands,Mobile Phone Monthly Plan with Calls and 10GB+ Data,,
Turks And Caicos Islands,"Internet (60 Mbps or More, Unlimited Data, Cable/ADSL)",112.67,
Turks And Caicos Islands,"Fitness Club, Monthly Fee for 1 Adult",100.0,
Turks And Caicos Islands,Tennis Court Rent (1 Hour on Weekend),,
Turks And Caicos Islands,"Cinema, International Release, 1 Seat",,
Turks And Caicos Islands,"Preschool (or Kindergarten), Full Day, Private, Monthly for 1 Child",500.0,
Turks And Caicos Islands,"International Primary School, Yearly for 1 Child",8000.0,
Turks And Caicos Islands,1 Pair of Jeans (Levis 501 Or Similar),80.0,
Turks And Caicos Islands,"1 Summer Dress in a Chain Store (Zara, H&M, ...)",60.0,
Turks And Caicos Islands,1 Pair of Nike Running Shoes (Mid-Range),150.0,
Turks And Caicos Islands,1 Pair of Men Leather Business Shoes,100.0,
Turks And Caicos Islands,Apartment (1 bedroom) in City Centre,1500.0,
Turks And Caicos Islands,Apartment (1 bedroom) Outside of Centre,1250.0,
Turks And Caicos Islands,Apartment (3 bedrooms) in City Centre,3000.0,
Turks And Caicos Islands,Apartment (3 bedrooms) Outside of Centre,2566.67,
Turks And Caicos Islands,Price per Square Meter to Buy Apartment in City Centre,,
Turks And Caicos Islands,Price per Square Meter to Buy Apartment Outside of Centre,2163.55,
Turks And Caicos Islands,Average Monthly Net Salary (After Tax),5472.22,
Turks And Caicos Islands,"Mortgage Interest Rate in Percentages (%), Yearly, for 20 Years Fixed-Rate",7.0,
Tuvalu,"Meal, Inexpensive Restaurant",3.64,
Tuvalu,"Meal for 2 People, Mid-range Restaurant, Three-course",10.79,
Tuvalu,McMeal at McDonalds (or Equivalent Combo Meal),,
Tuvalu,Domestic Beer (0.5 liter draught),4.1,
Tuvalu,Imported Beer (0.33 liter bottle),3.67,
Tuvalu,Cappuccino (regular),1.07,
Tuvalu,Coke/Pepsi (0.33 liter bottle),1.83,
Tuvalu,Water (0.33 liter bottle),1.38,
Tuvalu,"Milk (regular), (1 liter)",1.42,
Tuvalu,Loaf of Fresh White Bread (500g),1.18,
Tuvalu,"Rice (white), (1kg)",0.85,
Tuvalu,Eggs (regular) (12),3.56,
Tuvalu,Local Cheese (1kg),6.23,
Tuvalu,Chicken Fillets (1kg),8.13,
Tuvalu,Beef Round (1kg) (or Equivalent Back Leg Red Meat),4.45,
